topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
C8orf34,LINC00885,GLTSCR2,BCL2L12,KIAA1468,COX20,NCMAP,TSPAN32
RP11-38M8.1,EPHA1-AS1,FAM149A,EMG1,SLC35G2,RP3-399L15.3,APCDD1L-AS1,ZC3H15
CDV3,SUCLG2-AS1,ATPIF1,AAMP,TIMM23,RNASEH2B-AS1,WAC-AS1,MPPED2
TNFRSF11A,RP11-347C12.12,USP20,CDC42EP1,RP11-697E2.12,UFL1,MEX3A,CLDN18
RAPH1,LASP1,ASXL1,DOCK4,PIP4K2B,MB21D1,ZNF302,P2RY10
RPL36A-HNRNPH2,BID,TCEANC,ITFG1,COPZ2,COL18A1,CTSV,EPB41L1
TULP3,CD44,TDRP,LDLR,ANKMY2,GCKR,RNF175,NUDC
MMP15,SLC39A9,ZNF721,NDUFA2,COL23A1,BTBD16,ZNF525,HOOK2
ALPL,IKZF2,DRAIC,ZNF132,TRAF1,IL1RAP,ZNF155,TTLL1
SHC2,LRRC7,KCTD10,CCNB1,STK10,MKNK1,GSTM2,TM9SF4
POU2F3,SDCCAG8,ARNTL,NAV1,ERC1,LMBRD1,UBA6-AS1,CCP110
DUXAP8,GNB5,TGOLN2,TPGS2,AURKA,ARHGEF15,RP11-664D1.1,AP3B2
LIN7C,DAPP1,EFCAB6,KCP,ZDHHC8,BTN2A3P,FHL1,USF2
CACNA2D1,POMGNT1,MAML3,KIAA0319,LPXN,PPP1R1B,GOPC,OGDH
DNAH14,ZMYND8,EPB41L2,SSB,DMTF1,STC2,EPDR1,BUD31
FBXO3,SYNDIG1,PMEPA1,FGF2,DCAF7,MFSD2A,COG5,URGCP
LYPD6B,SLC25A15,AP5S1,FRAS1,IMMP1L,HPSE,WDR6,TMEM248
FAM66C,FSD1,ST6GAL2,CDKL2,ANGPT1,SLC25A19,PDE7A,NPDC1
RP11-779O18.1,EPHB6,GCNT4,HADH,C21orf2,DYNLT1,MAP3K4,CYTH1
RAPGEF4,ANKMY2,ZSCAN23,SCAF11,SLC25A45,SLC24A3,NID2,INPP4B
CHN1,NME5,STXBP5-AS1,GCNT3,RAB8A,ALPK2,RFX1,CHORDC1
RP11-626G11.5,CNN3,POLR3E,PCSK6,ZNF540,PCNP,IGHMBP2,MAN1A1
COMP,GALNT12,AMDHD1,ZFP14,EIF2S3L,AAK1,TRIM29,CLINT1
TOR1AIP2,SIL1,DENR,BCL10,LAMTOR4,ATOH8,ADAMTS10,SKP1
NDUFA12,APAF1,CPNE2,MPC2,C6orf136,CRTAP,THNSL2,WWC1
ITGA6,C4BPB,LINC01094,SELENBP1,AC003991.3,PAX5,NDUFV3,BBX
GHR,SLC25A23,SEL1L3,ARL8A,MIR193BHG,SLC44A1,LRRC56,ATP6V1A
UBE2D2,FAM63B,IL13RA1,RBMS3,CTC-459F4.3,HEXB,RACGAP1,MRPL3
MARVELD3,IVD,TMEM128,CTDSPL,NSMCE4A,ITGAE,ADORA1,CCL20
UBP1,IMMT,USO1,SLC10A6,TRAT1,NUTF2,SHISA5,NDUFS7
CSTB,CLUH,MDH2,CSGALNACT1,ZBTB43,MICAL1,METTL7B,PARK7
ZBTB7B,PRMT7,ATG16L2,HMCN2,PC,PDLIM5,MOB1B,MREG
GLIS3,RAB25,HAS2,PLEKHS1,ARHGAP23,RP11-467L13.7,IMP3,MFSD1
TMEM59,ZCCHC11,PLEKHG5,HIKESHI,NRXN3,PXN,KTN1-AS1,ZMYM2
SSB,P2RX4,PHLDA1,ATM,ISOC1,RNF24,SHTN1,LIAS
PTK2,DMTF1,PDE2A,SAP18,AP4E1,URM1,ZNF418,GUCY1B2
LINC01608,IREB2,CDK17,CYSLTR2,GSKIP,ROCK1,CTD-3094K11.1,PFKFB2
SEPT7,SAP130,PPP2R3C,PGM5,PLCH1,RAC1,AQP4-AS1,RNF114
CALD1,TEX10,KLHL22,ACSS1,PLXDC2,WNT9A,TTC27,SNRPB2
MEGF6,TLN1,MYB,SAMSN1,BECN1,PPP1CA,TOLLIP,PPCS
CTC-559E9.6,ABI2,TCTN3,BATF,ABHD2,LAMA2,PILRA,APOBEC3A
TM9SF4,RAP1GDS1,HNRNPR,NSMCE2,BRD4,PODNL1,RPGRIP1L,KLK10
CTSH,TMEM117,CHSY1,DZIP1L,SKP2,DPYSL3,PRX,DDA1
GRIP1,SETD1B,MFSD8,MED27,FOXO1,NCL,PTPN6,CEP85
CNTNAP2,WDR93,OGFR,DHRS3,SREK1,HPF1,GOLPH3,LAMA5
NWD1,SGSM2,FAM107B,FAM102B,CXCL16,CLEC2D,HGD,GNL2
GYG2P1,KIAA0319L,NRP1,EXTL2,SGPP2,HNRNPC,SNRPB,CAPRIN1
SMPD3,C1orf131,WRAP53,SLC16A14,ST5,CLEC2B,PGPEP1,TESPA1
CBWD2,EIF2B5,TDRD10,CDS1,MYO5B,SCP2,ZMYM5,TRMO
LGR5,SRD5A1,SETD2,NIPBL,C15orf53,SEPT7,SARAF,DCUN1D5
ZDHHC1,HIKESHI,PIGX,ANKRD33B,GPRIN3,LSM10,KIAA0513,FASTKD1
RHOD,BEND6,ZNF561-AS1,CMYA5,ZNF347,ABCA12,FBXO36,N4BP2L1
CAPN10-AS1,ADGRF1,KMT2A,KCNK5,ZKSCAN8,ARHGEF40,ALDH4A1,GREB1L
NDUFB7,FBXL2,MARCH6,NDRG2,LBH,GLOD5,SPRYD3,PIK3R5
BVES,TSEN2,TTC17,ARHGAP42,CEBPD,IYD,LYPD6,TPGS1
GBP1,DCK,CTDP1,C16orf45,ACBD6,TEP1,MSMB,ATP1B1
AC027612.6,WDR19,CAPZB,GPRC5B,RP11-631N16.2,F5,CTA-293F17.1,SLC25A26
NTRK2,USF1,NOX4,XPO6,AMPH,RP11-576I22.2,PDE6C,RASA1
MX1,ADPGK,DNASE2,MN1,EFR3B,HAS3,CFAP69,ATG12
ZYX,PEX13,NCS1,PIK3CD,PRPF40B,EFNB2,RBP7,DOCK11
PTTG1IP,KCNJ3,NPR3,TRAPPC12,DDX39A,ABO,CSF1R,SLC25A37
MVP,ANKRD23,CCDC93,CKAP5,TMEM184A,NHSL2,SNAI3-AS1,PLIN2
TSPAN14,YY1AP1,DBR1,ATG13,ZNF212,RP4-728D4.2,AL133245.2,NCAM1
DARS,IFT122,PBX3,CCDC14,MINA,COMMD10,DNAH9,CDH22
HIST1H4H,NSD1,COLEC11,RGMA,MTX3,ESAM,NUDCD3,SLC7A11
PITRM1,IDH3A,FOPNL,ARL15,CTC-367J11.1,RYK,ARID4A,CDC123
CORIN,WDR72,TADA3,ENO4,MYOM2,SEC24C,PLD1,TIAL1
AR,CLPX,FES,SLC38A3,FAM184B,AC005682.5,SCD,UHMK1
C14orf132,TPM4,WHAMMP2,FAM3C,SPTLC1,YBX3,SETX,ZNF837
AL133245.2,RNF187,RASSF1,RP11-347C12.1,COG4,RP11-664D1.1,ADAM23,CNKSR3
STX1B,MAPK1IP1L,SMAP2,UNC13B,FAM189A1,LUM,GDF15,RASA2
ZFHX4,ADORA2B,ERO1B,POU5F1,HEMK1,DIP2A,MTUS2,WASF2
MTPN,SOX7,GNB4,LINC00671,NDUFS7,RP11-231C14.4,LARS,CATIP
PLPP3,DENND4A,CSE1L,EMP2,IL1R1,TAF1D,C9orf40,COPG2
RP4-565E6.1,SLC29A2,ARHGAP35,ARHGEF28,COIL,KIAA1211L,SLC22A3,LAD1
DDX11-AS1,TPRN,FAM129C,AC004009.3,MTERF4,KIF18A,SNTG1,MORC3
CTD-2269F5.1,GJC1,S1PR1,ITGA9-AS1,FAM63B,AC074289.1,RASGRP3,GAB3
PARD6G-AS1,KCNQ3,GRK2,SHISA9,SCAF11,PNMA2,SLC16A1,EOMES
FZD4,PBX1,RP11-1000B6.8,GS1-24F4.2,TMBIM6,CST7,SEC13,PSMD6
MPP2,MITF,PELI1,SORD2P,SKAP1,RAB31,ZNF382,SLBP
KLHL24,DYNC2H1,ADD1,AL133245.2,GIN1,DSP,CADPS,TMEM161B
CTSK,AC069277.2,RAD1,RP11-467J12.4,WDR31,GDA,CCDC171,PRRC1
IFFO2,ZBTB44,TBP,DPM1,ACSL1,MRPL15,CPLX1,SHH
MAGI2,GMFB,GSTA4,ANKIB1,FZD4,SLC7A1,PRDM10,ATP23
AC006273.5,NOL8,RP11-347C12.1,LASP1,PAWR,MCRIP2,CYP7B1,GOLGA2
NCDN,ARHGEF38,COX10,AK2,SCFD2,CLTB,PRKG1,RNF187
PKP2,ERICH6-AS1,RNF146,CDC27,OR7E14P,LPAR5,GDAP2,ZRSR2
ERICH1,LINC01619,EFHD2,SKAP2,ADAM32,AKR1C3,FAM177B,PWWP2A
LGALSL,LINC01355,APPL1,ABCB4,TMEM170B,FAM114A1,LINC01133,GPRC5C
NDUFS6,RP11-734K2.4,KIAA1462,TEAD3,CTD-2288O8.1,BTBD19,RP11-141M1.3,NDUFA3
USP16,ARHGEF26,C9orf66,CYTH3,KB-1562D12.1,TMCC3,PPP5D1,RASGRP1
LMOD1,UBE2B,AP001347.6,MGST1,RP1-111C20.4,CDC25B,RP1-92O14.3,TRMT10C
LAMP1,DDX31,MAP2K4P1,CSDE1,PIBF1,PPP6R1,XPO1,DNAH12
HYKK,FAM171B,C10orf11,UQCRC1,SF3B6,ATL3,STAG2,VCPIP1
SERPINA5,TMEM18,EIF2B3,NISCH,MTHFD1L,RAPGEF4,FAM199X,CDC26
SPATS2L,ZNF18,CPT1A,PRSS3,GRHL1,MUC6,ZNF767P,CRLF3
RP11-392P7.6,GIMAP8,WASF3,FYN,NDUFS2,MSMO1,USO1,TYMS
PDZRN3,NHLRC3,TBL1XR1,PLAUR,NFIA,UFD1L,MFGE8,PLEC
SLC22A23,ANKRD28,MX2,RABGAP1,GMPS,ORC6,USP6NL,ZFAND2A
SLC48A1,ZNF254,RTN4RL2,CD22,UQCRC1,PXDN,SLC13A3,ZNF852
AC007773.2,DDX3X,CD38,BID,ABCC2,CABLES1,NCSTN,ARHGAP45
IFT140,RP1-60O19.1,ARSD,NUDCD3,NRP1,ZCCHC10,VPS39,RWDD4
BAALC-AS1,KIAA1456,PTP4A1,FHL1,SMCHD1,LARP7,ZNF83,ACBD3
CHKA,LINC01152,TIMMDC1,ABCC2,EPHB6,ATG9B,SRP54-AS1,HMGN4
S100A2,TSPAN9,FILIP1,SLAMF7,CYTH1,PC,RABGAP1,GTF2H2C
PGR,BCAR1,ADAMTS8,ARID4A,MAGOHB,TMEM261,ATP9A,POLR1D
TRPC6,OPN3,EXOC6,FAM136A,DOCK7,FLT4,TBXAS1,SEPT10
LINC01091,SEC61A1,STK17A,DAPK2,ERI3,KLRG1,CBFB,PLEKHG7
YBX3,ZNF76,NCAPH2,ZZZ3,GGT7,SUSD5,HSD17B2,NWD1
PPFIBP1,CYB5R4,WDR37,CASR,PDHA1,SMG5,TSPAN14,ZNF774
MFAP3L,SLC8B1,DYNC1I2,NSUN2,ANKRD36,MIR210HG,DHX40,TLR7
PTPRU,ABCC6,EHD4,MSR1,PSMB7,COMT,TROVE2,ZNF33B
PLCE1,PGC,ZNF706,C6,DYM,KCNT2,GRIA3,STRN3
ALDH4A1,CHRDL1,ERGIC3,PSMA4,FAXC,ACAP1,VIMP,ZNF273
PPP1R14D,WASL,ANKRD17,DSG2,DCK,ADAM19,DBNL,SVIL-AS1
TTLL6,SUSD1,KBTBD8,KCNQ1,TMEM164,SHH,SENP7,PSMD5-AS1
GBP1P1,TBC1D9,FPR1,TRAPPC3,PDE9A,S1PR1,RAP1GDS1,LINC00458
GRN,EXPH5,TMEM44-AS1,ATG5,ALPL,COL1A1,GLTP,ASB14
MAP7,NPC2,AL133245.2,SFSWAP,SLC4A1AP,HRH2,LRP8,AZIN1-AS1
RP6-65G23.3,C10orf76,RUNX3,HAGH,FAM96A,UBE2B,CNNM4,AP006621.5
HSD17B2,MTHFD1L,DNAJA2,TSPAN32,CRADD,MBOAT7,SMARCAD1,CTD-3094K11.1
SLIRP,PDE1B,ITPKC,CHI3L2,AGR3,PPFIA2,ARIH1,CDC27
FAM83A,PSMA1,FNDC3A,DIP2B,SNX33,MANBA,INPP5D,SCMH1
COL18A1,PTPRE,USP10,NGEF,TARSL2,RASGRF2,LONRF2,PPP5C
AC113617.1,COQ3,EBPL,TRAM1,SMTNL2,BTNL9,AKAP13,ADAT1
WDR60,MYH10,CASD1,GUCY2C,MIRLET7BHG,RND1,ZNF554,KCNK6
TMEM258,SLF1,IL33,ST6GALNAC2,SLC22A5,ABTB2,SWI5,SRP54
VEGFC,LRCH1,OSMR,CYBRD1,CTD-2269F5.1,ACOX2,SF3A3,NINL
ZCCHC10,STAMBPL1,CYB561A3,SCARB1,RP11-459F6.3,EIF3D,CD47,COG4
ESYT3,SLIT2,METTL3,ST6GAL1,MMADHC,FAM83D,NEK5,NPRL3
MUC17,ROPN1L,ZNF25,ACAT1,IQCB1,C19orf53,PELI1,TRIP4
ALS2CL,DOK3,ATL3,TMEM131,RP11-528G1.2,U2SURP,PTPN20,CEMIP
EFCAB6,HAUS6,PDE4A,DLG1,MYCBP2,ERN1,HCG14,ZNF106
AC067959.1,CEP78,P2RY10,ARHGEF1,CUL3,YME1L1,SVIL-AS1,TRIM14
SHFM1,HTR7,CTSC,IL4R,SEL1L,PPP4R1,MTA3,OBFC1
ZMYND12,ANK3,NEK7,APBB1IP,ZDHHC2,SMAD3,OGFR,B9D1
TRPC4,ZNF827,MYBPC1,CST7,PPARGC1A,IFI44L,SLC9A1,SRSF3
SEMA4F,TRAPPC8,SLC44A4,VDAC3,GOT1,SERINC2,ZC3H7B,SENP6
ARHGAP39,NMNAT2,ADRB1,CDH17,VAPB,ZFAND6,URI1,SF3B6
GGCX,ZNF618,CDK14,SCGN,TEP1,FUT8,INHBB,GBP3
SDC3,TMPRSS3,GMCL1,CRYBG3,MAP2K5,NANS,TRAPPC11,RAB3GAP2
PARVA,C5orf45,CUEDC2,PCNP,IGSF3,GNAI1,SELT,MED20
CEMIP,MYSM1,ARHGEF17,PTPRC,CERS2,ILF2,PHLDB1,MPP1
ARSE,PPM1K,TIGD7,CDC14B,SUSD4,NFKBIZ,ATRX,RAF1
MARCKS,DNASE1L3,TPM3,SMARCD3,DCLRE1C,SRSF11,ATRN,P2RX4
VAX2,HPS3,CCDC141,SERTAD4,PBRM1,SNRNP70,ANXA13,REPS1
LOXL2,SPIDR,THAP4,ITGAE,EGFLAM,IST1,COPS7A,BPHL
PPP1R1C,C9orf64,IGSF5,CD82,PHYHIPL,COL6A3,QSOX1,TGS1
THAP8,C11orf65,CD55,CTTN,PRTG,RP11-680B3.2,FCRL2,FAM222A
MAMDC2,CD320,PHF2,MAST2,SEMA6B,ZNF106,NREP,LYST
HLA-DQA1,HOOK3,NT5M,ADD1,EVPL,TGFBR2,SLC40A1,ACP1
LINC01115,RBPJ,RP11-528G1.2,DNM1L,RNF139,RNF183,TYSND1,MYO10
TLDC2,CCDC8,CH17-189H20.1,ESF1,SGF29,ATP8B3,ANKRD23,HABP2
HGS,SPATA24,CDH11,PXN,LINC00539,INCENP,COX11,PRKCA
TNFRSF11B,MAP6,SPTLC1,IGBP1,RP11-1275H24.3,ANKRD11,MMADHC,ZDHHC5
SEP15,ZNF24,ARSB,GRAMD1A,ACAT2,ATF7IP,YBEY,KIT
LITAF,CARNS1,SNX30,GANAB,MAU2,RGS19,FAM150A,ACP6
UHRF1BP1,DDX23,BMPER,GPATCH2L,TTLL4,BTN3A1,ZNF720,KIAA1524
ZNF343,IRX3,TTC21A,IRAK3,ACTG2,HPGD,LINC01272,DTX3L
PYGB,ARL14,RNF41,AARS,ZNF790,RP11-513I15.6,WTAPP1,SGMS2
COL12A1,RAD51B,NELFE,GLG1,ANLN,RP11-539L10.2,ZNF793-AS1,WDR82
COL4A2,RBM33,KLF8,TXNL1,SLC35C2,PIK3IP1,CASC15,TK2
MYOF,PRR5,STIM2,CD200,SPATA6L,CKMT1A,OLFM4,CYP2S1
DUXAP9,ZNF107,PLCL2,MFSD11,EHBP1,CPXM2,RCN2,MYO7B
ALDH1A1,CTBP1-AS2,ZNF578,NANS,KHDRBS1,KLK10,NRP2,ATPAF2
RIMBP2,ZNF615,NUAK1,SYDE2,CD244,ERP27,MTSS1L,C2CD2L
H2AFY,LEKR1,NLRP1,TSPAN15,C1orf159,DOCK5,GAS8,C8orf31
MYL12B,C10orf128,HNRNPH3,HNRNPM,WASF3,FERMT3,MKL2,SLC25A20
ZNF185,ZMIZ1-AS1,SRP54,TECR,SLC39A11,ATP6V0A1,SGO1-AS1,GPR157
COL27A1,AC018816.3,GHR,CARD10,CEP162,KIF15,DLG3,SNRPE
MFAP5,FAM13A-AS1,CNTRL,CYB5R3,ACTL6A,FAM174A,DYRK1B,P4HB
AK2,RP11-582J16.4,GLO1,RBX1,BNIP2,SLC51B,ALDH2,NHLRC2
GLI3,RP11-745L13.2,IDNK,ATP6V1D,IGF1R,KCNMB2-AS1,MLPH,ELOVL2
ABCA10,RP11-266L9.5,ZCCHC10,ITPK1,COPS7B,BCAS4,ATF6,SFT2D1
GKAP1,RP11-640N20.6,EBF1,ABHD12,CCL28,GALNT7,BBS9,OOEP
NSUN7,MGST1,UBE2E3,CDK5RAP1,ZDHHC7,CD5,SLC39A8,LYRM4
AC004112.4,NR1H4,DAG1,RPRD1B,SGPL1,FGF18,ANKRD33B,PLEKHM1P1
YTHDC1,PRKCH,LPCAT4,MAGT1,RP11-404O13.5,PDIA3,WBSCR27,RP1-234P15.4
FKBP9,ARID4B,ENO4,CD40LG,ALS2CL,SH3D21,ANO5,LYPLAL1-AS1
GTF2F1,SFSWAP,NHLRC2,SRPX2,OLFML2A,SYNRG,CCDC84,FAM86DP
ALDH1L2,NFX1,WTIP,ARHGEF7,C17orf97,RPS6KA1,NPSR1-AS1,MIR210HG
MARVELD2,MCM5,RPP30,SUPT20H,SLX4,IKZF3,F11-AS1,CTSO
SRP72,APOL1,FCMR,MGRN1,GABPB1-AS1,MYDGF,DNASE1L1,RP6-65G23.3
TSHZ2,SRP54,DNAJC27-AS1,CTCF,RP11-93G5.1,ITGA8,CCDC61,LINC00261
LINC00961,TNFSF13B,THSD7A,CRISPLD2,FRG1HP,ATP5F1,MS4A4A,CTD-2270P14.1
RP11-156K13.1,ARHGEF7,TPR,GSPT1,SH2D3C,MTCH1,MUC12,ASB16-AS1
RP4-613B23.5,CPED1,TFRC,CEMIP,EDEM1,NOL3,FAHD2CP,PSMB1
LRRC74A,GLIS3,ZFAND6,EHD4,NRG1,MGST3,TRIP6,BAZ1B
UBE2I,AKAP10,TECR,SPAG1,COG5,SEC16A,C20orf194,PHLDB1
TRABD2B,ADGRG6,ALDH5A1,INTS10,DEGS2,SULT1C2,FCGRT,MAT2B
FHL1,CLIC5,COX7A2L,DCTN6,MAP6,COPS8,HERC2,CYBA
SLC5A9,GNB4,ARHGEF6,PPP2CB,SYT13,PSMB9,ATP13A3,ATG5
ZNF740,NCBP2,RARRES3,MAP4K1,GSTO2,IFT43,ROCK2,MRPS35
RPP14,ST3GAL5,TTYH3,FCGRT,VNN3,TBCA,SYNCRIP,ASUN
MYO3B,ESYT2,CYP39A1,IL4I1,PACSIN2,MX2,FAM167A,ASB1
SEPN1,CCDC53,HSPB8,DENND3,DNAJC3,MB21D2,FAAP20,DGKD
C7orf61,PPP3CC,GJD2,GRIK5,TRIP4,ZNF805,ACTG2,CTTNBP2
RP11-677M14.3,UBL3,SRA1,CORO2A,NIPAL2,CD163,GRPEL2,ITGAE
CLNS1A,DDX39A,RP11-588H23.3,PDLIM1,PPP6R1,ADAMTSL2,EGFLAM,GCKR
UNC13B,PRDX5,CLUAP1,PALD1,POLD2,NUB1,FAM227B,MTIF2
MICALL2,FOXP2,GPR161,ACBD5,MAP2K6,SDHB,NADSYN1,UPRT
UBE2E1,CGNL1,HLA-DMA,CCNY,EXOC2,TGFBI,GALNT11,ASB2
B4GALT2,STARD8,SMIM3,MED13,C5orf15,ZFP36L2,ARAP1,WFDC2
SPIRE1,MNX1,PFN2,AKAP10,ODC1,ANKLE2,C10orf128,ZC3H12B
BTC,SMPDL3B,MKNK1,CYTH1,MTIF3,CHID1,TRAM2-AS1,TSC22D1
ESRRG,PPIL4,TBC1D9,LAMTOR3,HNRNPR,GOLM1,RP11-6N17.4,FAM83E
SULT1C2,LRRC41,DAP,CLCN3,RAB3IP,MUC4,RP11-544M22.13,NAA40
CTD-2516F10.2,RERG,AOAH,LPXN,MGAT3,COX5A,TMEM40,MLEC
RAPGEFL1,PHC2,ZNF382,KMT5B,RAB11FIP4,SARS,ZAP70,DUSP16
OVOL2,FBXO21,SLCO2A1,CHORDC1,ENOSF1,ADSS,CCT4,RNGTT
NPHP1,ACVR1B,ATP6AP2,PPM1H,FCRL2,PITHD1,PYM1,PERP
SDK1,GYPC,AGRN,ALDH2,EIF2S1,GRHPR,ERBB4,S100PBP
PDXDC1,SQRDL,MCCC2,NEDD9,GNL2,SYTL3,RP11-467J12.4,EPC1
PPA1,ADAMTS14,CMKLR1,KCTD20,GNS,LINC00299,GAS7,WFDC3
PTP4A2,NUP54,PER1,CAP2,MYOF,RP4-613B23.5,SEC63,RNF6
FAM227A,TXNL4A,SBK1,PTP4A1,STAMBPL1,ZNF510,PIGB,PSMG2
LAMTOR4,SREK1IP1,BTN3A1,VNN2,VPS37B,CAV2,CLCN4,TUBGCP2
LAMA2,SEPT14,ADCY2,SOBP,TPM3,LGALS3,PCDH12,NR1H2
ARHGEF12,CXCL13,HSPA12B,ADGRG6,ARL14EP,DDX18,RAD23B,CCNB1
AP003068.23,SMC6,DUOX2,DAP,ZNF592,CNR1,NRSN2,MFSD9
RMST,CTSS,ATP6V1B2,MRPS27,DDB1,ARPP19,APOBEC3A,SAP130
TRIP6,ARPC2,GMPS,TRAPPC13,MUC17,RPS4Y1,FCHO1,RTCA
PPP1R3C,COPS2,TPRG1,SLC35F5,KLF13,NECTIN4,CALCOCO2,C1RL
C9orf40,PLEC,CTD-2260A17.2,ZAP70,CERS6,DENND2D,CCDC148,LNX2
TOB1-AS1,BEND3,FAM105A,SF3B6,LINC00649,NUDT2,LDLRAP1,FAM134C
PCDH19,BCOR,MED23,FNDC4,PHLPP1,SF1,LRRC36,TP53BP2
TAF1D,UBALD2,RASA4B,GLS,PHF20L1,SRD5A3-AS1,ADGRL4,CEP170
CENPBD1P1,SP140L,LPL,EPHA4,ATP6V0A1,ANP32E,CDCP1,ZNF185
ITPKC,AGBL4,EID2B,STXBP3,SLC4A7,PLSCR4,ATG16L2,INIP
NENF,SIRT7,CTNNBIP1,ATP5F1,TP53BP1,ADGRF4,SETD5,MED21
EHF,ZNF418,FAM159A,ASH1L,DBP,AIM2,ABLIM3,NMRAL1
SUGT1,BLM,TAF15,LAMTOR2,PERP,SEPT2,FAM104B,SPPL3
HS3ST1,FAR1,NDRG4,MTR,SUMO1,MATK,KLHL25,ADAR
RNMT,DDX42,NDRG1,SIPA1L2,C4BPB,ME2,SIRT7,DMKN
NDUFS8,DENND1B,ETHE1,CDK18,PUDP,TBX15,SAXO2,SLAMF6
SCEL,TRGC2,ZBTB17,PRRC2C,ZNF331,PSMG2,TRRAP,CNST
PKN3,ANKRD18B,MKRN2,PTBP2,CASZ1,MEGF6,UGT2B15,HPS3
CMTM8,AF146191.4,ARHGEF1,MARC2,DTNA,SCARB1,ZNF790,LZTFL1
DAG1,RP11-15E18.1,RUBCNL,FILIP1,GMPR,DGKD,TTC37,SFMBT1
AC010127.3,MMP12,ACSL3,UBN1,GRAP,ORAI1,RP3-522D1.1,SHISA5
UQCC2,PCAT19,TOX2,KLF9,CACNA2D3,GNAO1,FAM86DP,WNK2
PTPRG,CTD-2554C21.2,TIAL1,ITGB1BP1,CCAR2,STAT6,TOP2B,PTGDR
PTGIR,NBPF12,MPP3,IFT43,NAPEPLD,ABHD2,CLPTM1,ELOVL6
CAPN2,AATF,DIRAS2,ATAD2B,ALKBH3,LINC01588,PRRC2C,NUDCD2
CNTD1,DPM1,CEP57,WDR11,TSR1,PHF20,DYSF,PLRG1
DNAJC3,LAP3,SMAD3,SERP1,KLK4,PZP,FBLIM1,FAM174A
RASL12,ATP6V0A1,TEF,EPHX2,RASSF6,POR,SLC8A1,CHMP6
BET1,SKIV2L2,NDUFA3,SLC35B1,SCAI,FCN3,ZFP2,METTL23
ARFGEF3,RAB27B,WDFY3-AS2,PLBD1,KCNH8,CSRP1,CPS1,FANCB
RBCK1,SOAT1,B3GLCT,CSTA,LINC00426,CH17-360D5.2,SIKE1,PRR14L
BEND6,FBXW11,LDB1,POPDC2,UBL7-AS1,IGF1,PLA2G10,UPP1
PPIA,ITM2A,PSMD5-AS1,B4GALT4,ZNF528-AS1,PHLDB1,GUCY2C,CLECL1
TMEM136,LAT2,AC009495.4,ZMYM2,WRNIP1,DHRS9,PTPN21,FMNL1
COL22A1,ALG6,RPP38,POLK,ZNF767P,BIK,ITGAE,NELFA
HNF1B,ATRN,PROM1,FLT3,ZFP90,NNT,CD200,TRIM69
FN1,XRN2,ZNF268,HERPUD2,LINC01137,CHCHD10,ZNF500,RASA3
RTN2,DHX32,FCGRT,NT5C3A,MYO3B,ITGB5,TRIM37,RGPD1
CCNB2,RBM23,PKD2,MED13L,ACTN1,HSPG2,MS4A6A,FAM179A
RAB40C,BMP7,ZMYM2,NR4A1,SMAP2,AGAP3,ZNF45,RNF216P1
LIFR-AS1,TLDC2,ADAMTS16,CHD6,NUFIP2,JOSD2,C7orf26,TRPV1
MXRA5,KIF3B,N6AMT1,DDX27,BVES,NAV3,MPZL3,SPTAN1
IRF6,DNTTIP1,ALKBH4,GLO1,NEK3,PTPRZ1,SHH,SMC5
CYSTM1,MPG,ELAVL4,NUP153,NIPSNAP3A,EFR3A,AKR1C1,ATP1A1-AS1
LMO7,ZC3HAV1,RSL1D1,RUNX2,ENPP2,PPIB,RP11-81H14.2,CTD-2026D20.3
BTF3,TMEM245,C18orf32,UPF3B,PLAA,ZNF526,SUGP1,LINC00899
LRRIQ3,TRIM14,PLEKHM3,EML2,SCAMP2,CTNNBIP1,RECQL5,RP11-410L14.2
ARPC2,NCS1,TCEA1,SDCBP2,FAM161B,HIST1H2BN,FOXP4,RP3-331H24.5
SNCAIP,ABHD17B,SUPT5H,PANK2,PIPOX,RAB11A,USH1C,NISCH
PERP,KMT5B,SNHG17,NUP214,COX10-AS1,CEMIP,VPS26A,TYMP
POR,NCOA7,METTL9,PAICS,RP11-677M14.3,PPM1G,ILF3,POU2F2
FAM204A,E2F3,RP11-545I5.3,DGCR8,TMEM38A,KYAT3,LRRIQ1,TBC1D22A
MS4A8,USP4,AHR,SPECC1,KIAA0141,CCT3,GPNMB,MON2
LINC00271,HYAL1,ZHX2,PODXL,CDIP1,PPP1R15A,AGBL3,CASS4
GLRX5,NRBP1,RBM20,MYO5C,GCAT,P2RY6,PTPRD,KIF4A
VSTM5,PPM1G,RP4-639F20.1,FAM63B,RBBP7,SLC25A36,LSM6,ZNF184
PPT1,PDE1A,LAMC3,ATP1B2,NUPL2,ZMIZ2,SPNS3,AMMECR1
PFDN2,RCN2,EAPP,NGDN,LCMT1,ARF1,ZNF471,NDFIP2
ROPN1L,TNFSF11,RNF128,RAB2B,TTTY10,IQSEC1,RP11-545I5.3,LAPTM4B
SEPT8,EPHX2,SNX14,ELOF1,N4BP2,ARHGAP26,COPZ2,ATG2A
NUMBL,SEC22A,FARP1,USHBP1,PNN,SMIM19,STX7,C12orf49
RP4-595K12.2,PSMB2,PRMT2,TUBGCP2,LRP2BP,PSMA4,IQCA1,RFC5
CTD-2554C21.2,LRCH2,GLB1L,SLC35D2,PASK,LRP2BP,TRPV1,KDM5B
